Section,Title A,Title B,Title C,Description,Type
Interpole Components,Interpole Screens,Markerboard Laminate or Glass,"32"" High","Screens Between Poles, 32""H Markerboard Laminate Both Sides",
Interpole Components,Interpole Screens,Markerboard/Tackable Fabric Combination,"32"" High","Screens Between Poles, 32""H Markerboard Laminate One Side/Tackable Fabric Opposite Side",
Interpole Components,Interpole Screens,Markerboard Laminate or Glass,"48"" High","Screens Between Poles, 48""H Laminated Opaque Glass Both Sides",
Interpole Components,Interpole Screens,Markerboard Laminate or Glass,"48"" High","Screens Between Poles, 48""H Laminated Translucent Glass Both Sides",
Interpole Components,Interpole Screens,Markerboard Laminate or Glass,"48"" High","Screens Between Poles, 48""H Markerboard Laminate Both Sides",
Interpole Components,Interpole Screens,Markerboard/Tackable Fabric Combination,"48"" High","Screens Between Poles, 48""H Markerboard Laminate One Side/Tackable Fabric Opposite Side",
Interpole Components,Interpole Screens,Markerboard Laminate or Glass,"64"" High","Screens Between Poles, 64""H Laminated Opaque Glass Both Sides",
Interpole Components,Interpole Screens,Markerboard Laminate or Glass,"64"" High","Screens Between Poles, 64""H Laminated Translucent Glass Both Sides",
Interpole Components,Interpole Screens,Markerboard Laminate or Glass,"64"" High","Screens Between Poles, 64""H Markerboard Laminate Both Sides",
Interpole Components,Interpole Screens,Markerboard/Tackable Fabric Combination,"64"" High","Screens Between Poles, 64""H Markerboard Laminate One Side/Tackable Fabric Opposite Side",
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Open Cabinets,Interpole Open Shelf,
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Open Cabinets,Interpole Open Shelf with Bookends,
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Open Cabinets,Interpole Open Shelf with Enclosed Back,
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Shared Open Cabinets,"Interpole Shared Open Front with Enclosed Back, Open on Left",
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Shared Open Cabinets,Interpole Shared Open Front,
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Shared Open Cabinets,"with Enclosed Back, Open on Right",
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Sliding Door Cabinets,Interpole Sliding Door Cabinet Case,
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Sliding Door Cabinets,Sliding Door Set for Interpole Sliding Door Cabinet Case,
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Shared Sliding Door Cabinets with Opening on Left,"Interpole Shared Sliding Door Cabinet Case, Opening on Left",
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Shared Sliding Door Cabinets with Opening on Left,"Sliding Doors Kit for Interpole Mounted Shared Sliding Door Cabinet Case, Opening on Left",
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Shared Sliding Door Cabinets with Opening on Right,"Interpole Shared Sliding Door Cabinet Case, Opening on Right",
Interpole Components,Interpole Horizontal Wood Storage,For Mounting Between Two Poles,Shared Sliding Door Cabinets with Opening on Right,"Sliding Doors Kit for Interpole Mounted Shared Sliding Door Cabinet Case, Opening on Right",
Interpole Components,Interpole Horizontal Wood Storage,Fabric Inserts,For Interpole Mounted Cabinets,Fabric Inserts for Interpole Horizontal Cabinets,
Interpole Components,Interpole Vertical Wood Storage,For Mounting on Side Slot of Pole,Open Cabinets,"Interpole Vertical Cabinet, Open with Four Shelves",
Interpole Components,Interpole Vertical Wood Storage,For Mounting on Side Slot of Pole,Cabinets with Doors,"Interpole Vertical Cabinet, Door with Four Shelves, Left Hinge",
Interpole Components,Interpole Vertical Wood Storage,For Mounting on Side Slot of Pole,Cabinets with Doors,"Interpole Vertical Cabinet, Door with Four Shelves, Right Hinge",
Interpole Components,Interpole Vertical Wood Storage,For Mounting on Side Slot of Pole,Wardrobe Cabinets,"Interpole Vertical Cabinet, Wardrobe, Left Hinge",
Interpole Components,Interpole Vertical Wood Storage,For Mounting on Side Slot of Pole,Wardrobe Cabinets,"Interpole Vertical Cabinet, Wardrobe, Right Hinge",
Interpole Components,Interpole Vertical Wood Storage,Fabric Inserts,For Interpole Vertical Cabinets,Fabric Inserts for Interpole Vertical Cabinets,
Antenna Simple Tables,Antenna Simple Tables,Rectangular Tables,"18"" Deep","18""D Antenna Simple Tables with Rectangular Shaped Tops",
Antenna Simple Tables,Antenna Simple Tables,Rectangular Tables,"27"" Deep","27""D Antenna Simple Tables with Rectangular Shaped Tops",
Antenna Simple Tables,Antenna Simple Tables,Rectangular Tables,"30"" Deep","30""D Antenna Simple Tables with Rectangular Shaped Tops",
Antenna Simple Tables,Antenna Simple Tables,Rectangular Tables,"36"" Deep","36""D Antenna Simple Tables with Rectangular Shaped Tops",
Antenna Simple Tables,Antenna Simple Tables,Square Tables,"36"" and 42"" Deep","36""D Antenna Simple Tables with Square Shaped Tops",
Antenna Simple Tables,Antenna Simple Tables,Square Tables,"36"" and 42"" Deep","42""D Antenna Simple Tables with Square Shaped Tops",
Antenna Simple Tables,Antenna Simple Tables,Round Tables,"36’’ and 42"" Deep","36""D Antenna Simple Tables with Round Shaped Tops",
Antenna Simple Tables,Antenna Simple Tables,Round Tables,"36’’ and 42"" Deep","42""D Antenna Simple Tables with Round Shaped Tops",
Antenna Simple Tables,Antenna Simple Tables,Track Tables,"36"" Deep","36""D Antenna Simple Tables with Track Shaped Tops",
Antenna Simple Tables,Modesty Panels for Simple Tables,Half Height,"Painted, Laminate or Veneer","Modesty Panel for Simple Tables, Half Height",
Antenna Simple Tables,Modesty Panels for Simple Tables,Half Height,"Painted, Laminate or Veneer","Modesty Panel for Simple Tables, Half Height with Cord Passage",
Antenna Simple Tables,Modesty Panels for Simple Tables,Full Height,"Painted, Laminate or Veneer","Modesty Panel for Simple Tables, Full Height",
Antenna Simple Tables,Modesty Panels for Simple Tables,Full Height,"Painted, Laminate or Veneer","Modesty Panel for Simple Tables, Full Height",
Antenna Simple Tables,Antenna Simple Table Tops,"18"" and 24"" Deep Rectangular",None,"Antenna Simple Table Tops, 18"" Deep Rectangular",
Antenna Simple Tables,Antenna Simple Table Tops,"18"" and 24"" Deep Rectangular",None,"Antenna Simple Table Tops, 24"" Deep Rectangular",
Antenna Simple Tables,Antenna Simple Table Tops,"27"", 30"" and 36""D tops",None,"Antenna Simple Table Tops, 27"" Deep Rectangular",
Antenna Simple Tables,Antenna Simple Table Tops,"27"", 30"" and 36""D tops",None,"Antenna Simple Table Tops, 30"" Deep Rectangular",
Antenna Simple Tables,Antenna Simple Table Tops,"27"", 30"" and 36""D tops",None,"Antenna Simple Table Tops, 36"" Deep Rectangular",
Antenna Simple Tables,Antenna Simple Table Tops,Bullet and 120 Degree Shape,None,"Antenna Simple Table Tops, Bullet Shape",
Antenna Simple Tables,Antenna Simple Table Tops,Bullet and 120 Degree Shape,None,"Antenna Simple Table Tops, 120 Degree Shape",
Antenna Simple Tables,Antenna Simple Table Legs,"Legs Kit of 2, Legs Kit of 4 and Shared Legs",None,"Antenna Simple Table Legs, (Pair)",
Antenna Simple Tables,Antenna Simple Table Legs,"Legs Kit of 2, Legs Kit of 4 and Shared Legs",None,"Antenna Simple Table Legs, (Kit of 4)",
Antenna Simple Tables,Antenna Simple Table Legs,"Legs Kit of 2, Legs Kit of 4 and Shared Legs",None,"Antenna Simple Table Shared Leg, (Individual)",
Antenna Simple Tables,Antenna Simple Table Legs,"Legs Kit of 2, Legs Kit of 4 and Shared Legs",None,"Antenna Simple Table Shared Leg, (Pair)",
Antenna Simple Tables,Antenna Simple Table Power and Accessories,"Linking Bracket, Wire management, Power and Accessories",None,"Antenna Simple Table Linking Bracket, (Pair)",
Antenna Simple Tables,Antenna Simple Table Power and Accessories,"Linking Bracket, Wire management, Power and Accessories",None,Antenna Simple Table Caster Kit (Pair),
Antenna Simple Tables,Antenna Simple Table Power and Accessories,"Linking Bracket, Wire management, Power and Accessories",None,Antenna Simple Table Stiffener,
Antenna Simple Tables,Antenna Simple Table Power and Accessories,"Linking Bracket, Wire management, Power and Accessories",None,Antenna Simple Table Vertical Wire Manager,
Antenna Simple Tables,Antenna Simple Table Power and Accessories,"Linking Bracket, Wire management, Power and Accessories",None,Antenna Simple Table Power Strip,
Antenna Simple Tables,Antenna Simple Table Power and Accessories,"Linking Bracket, Wire management, Power and Accessories",None,Antenna Simple Table Cable Clip,
Antenna Simple Tables,Antenna Simple Table Power and Accessories,"Linking Bracket, Wire management, Power and Accessories",None,Antenna Simple Table Communications Mounting Box,
Antenna Simple Tables,Antenna Simple Table Power and Accessories,"Linking Bracket, Wire management, Power and Accessories",None,Antenna Simple Table Insert Kit,
Antenna Telescope,Antenna Telescope Tops for Adjustable Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Adjustable Tops, 24""Deep Rectangular",
Antenna Telescope,Antenna Telescope Tops for Adjustable Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Adjustable Tops, 27""Deep Rectangular",
Antenna Telescope,Antenna Telescope Tops for Adjustable Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Adjustable Tops, 30""Deep Rectangular",
Antenna Telescope,Antenna Telescope Tops for Adjustable 120° Triads,"24"", 27"" and 30"" Deep",None,"Antenna Telescope Adjustable Tops, 24"" Deep 120°",
Antenna Telescope,Antenna Telescope Tops for Adjustable 120° Triads,"24"", 27"" and 30"" Deep",None,"Antenna Telescope Adjustable Tops, 27"" Deep 120°",
Antenna Telescope,Antenna Telescope Tops for Adjustable 120° Triads,"24"", 27"" and 30"" Deep",None,"Antenna Telescope Adjustable Tops, 30"" Deep 120°",
Antenna Telescope,Antenna Telescope Tops for Fixed Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Fixed Tops, 24""Deep Rectangular",
Antenna Telescope,Antenna Telescope Tops for Fixed Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Fixed Tops, 27""Deep Rectangular",
Antenna Telescope,Antenna Telescope Tops for Fixed Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Fixed Tops, 30""Deep Rectangular",
Antenna Telescope,Antenna Telescope Return Tops for Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Return Tops, 24""Deep Rectangular",
Antenna Telescope,Antenna Telescope Return Tops for Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Return Tops, 27""Deep Rectangular",
Antenna Telescope,Antenna Telescope Return Tops for Dual Tables,"24"", 27"" and 30"" Deep Rectangular",None,"Antenna Telescope Return Tops, 30""Deep Rectangular",
Antenna Telescope,Antenna Telescope Dual Table Bases,Standard Electric,With Beam and Dual Utility Trays,"Telescope Base, Height Adjustable Standard Electric, with Beam and Dual Trays, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Standard Electric,With Beam and Dual Utility Trays,"Telescope Base, Height Adjustable Standard Electric, with Beam and Dual Trays, End",
Antenna Telescope,Antenna Telescope Dual Table Bases,Standard Electric,With Beam and Dual Utility Trays,"Telescope Base, Height Adjustable Standard Electric, with Beam and Dual Trays, Intermediate",
Antenna Telescope,Antenna Telescope Dual Table Bases,Standard Electric,With Beam Only,"Telescope Base, Height Adjustable Standard Electric, with Beam, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Standard Electric,With Beam Only,"Telescope Base, Height Adjustable Standard Electric, with Beam, End",
Antenna Telescope,Antenna Telescope Dual Table Bases,Standard Electric,With Beam Only,"Telescope Base, Height Adjustable Standard Electric, with Beam, Intermediate",
Antenna Telescope,Antenna Telescope Dual Table Bases,Standard Electric,Without Beam and Dual Utility Trays,"Telescope Base, Height Adjustable Standard Electric, without Beam and Tray, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Extended Electric,With Beam and Dual Utility Trays,"Telescope Base, Height Adjustable Extended Electric, with Beam and Dual Trays, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Extended Electric,With Beam and Dual Utility Trays,"Telescope Base, Height Adjustable Extended Electric, with Beam and Dual Trays, End",
Antenna Telescope,Antenna Telescope Dual Table Bases,Extended Electric,With Beam and Dual Utility Trays,"Telescope Base, Height Adjustable Extended Electric, with Beam and Dual Trays, Intermediate",
Antenna Telescope,Antenna Telescope Dual Table Bases,Extended Electric,With Beam Only,"Telescope Base, Height Adjustable Extended Electric, with Beam, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Extended Electric,With Beam Only,"Telescope Base, Height Adjustable Extended Electric, with Beam, End",
Antenna Telescope,Antenna Telescope Dual Table Bases,Extended Electric,With Beam Only,"Telescope Base, Height Adjustable Extended Electric, with Beam, Intermediate",
Antenna Telescope,Antenna Telescope Dual Table Bases,Extended Electric,Without Beam and Dual Utility Trays,"Telescope Base, Height Adjustable Extended Electric, without Beam and Tray, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Mixed Standard Electric and Fixed Height,With Beam and Dual Utility Trays,"Telescope Base, Mixed Height Adjustable Standard Electric and Fixed Height with Beam and Dual Trays, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Mixed Standard Electric and Fixed Height,With Beam and Dual Utility Trays,"Telescope Base, Mixed Height Adjustable Standard Electric and Fixed Height with Beam and Dual Trays, End",
Antenna Telescope,Antenna Telescope Dual Table Bases,Mixed Standard Electric and Fixed Height,With Beam and Dual Utility Trays,"Telescope Base, Mixed Height Adjustable Standard Electric and Fixed Height with Beam and Dual Trays, Intermediate",
Antenna Telescope,Antenna Telescope Dual Table Bases,Mixed Standard Electric and Fixed Height,With Beam Only,"Telescope Base, Mixed Height Adjustable Standard Electric and Fixed Height with Beam, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Mixed Standard Electric and Fixed Height,With Beam Only,"Telescope Base, Mixed Height Adjustable Standard Electric and Fixed Height with Beam, End",
Antenna Telescope,Antenna Telescope Dual Table Bases,Mixed Standard Electric and Fixed Height,With Beam Only,"Telescope Base, Mixed Height Adjustable Standard Electric and Fixed Height with Beam, Intermediate",
Antenna Telescope,Antenna Telescope Dual Table Bases,Mixed Standard Electric and Fixed Height,Without Beam and Dual Utility Trays,"Telescope Base, Mixed Height Adjustable Standard Electric and Fixed Height without Beam and Tray, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Fixed Height,With Beam and Dual Utility Trays,"Telescope Base, Fixed Height, with Beam and Dual Trays, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Fixed Height,With Beam and Dual Utility Trays,"Telescope Base, Fixed Height, with Beam and Dual Trays, End",
Antenna Telescope,Antenna Telescope Dual Table Bases,Fixed Height,With Beam and Dual Utility Trays,"Telescope Base, Fixed Height, with Beam and Dual Trays, Intermediate",
Antenna Telescope,Antenna Telescope Dual Table Bases,Fixed Height,With Beam Only,"Telescope Base, Fixed Height, with Beam, Standalone",
Antenna Telescope,Antenna Telescope Dual Table Bases,Fixed Height,With Beam Only,"Telescope Base, Fixed Height, with Beam, End",
Antenna Telescope,Antenna Telescope Dual Table Bases,Fixed Height,With Beam Only,"Telescope Base, Fixed Height, with Beam, Intermediate",
Antenna Telescope,Antenna Telescope Dual Table Bases,Fixed Height,Without Beam and Dual Utility Trays,"Telescope Base, Fixed Height, without Beam and Tray, Standalone",
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 24"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 24"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 24"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 24"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 27"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 27"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 27"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 27"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 30"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 30"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 30"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam Only, 30"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam, No Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 24"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 24"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 24"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 24"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 27"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 27"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 27"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 27"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 30"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 30"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 30"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Standard Electric,"With Beam and Utility Tray, 30"" deep","Telescope Single Sided Base, Height Adjustable Standard Electric, with Beam and Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 24"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 24"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 24"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 24"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 27"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 27"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 27"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 27"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 30"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 30"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 30"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam Only, 30"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam, No Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 24"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 24"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 24"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 24"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 27"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 27"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 27"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 27"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 30"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray",No crossbar connections
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 30"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Right position, connecting on left"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 30"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Left position, connecting on right"
Antenna Telescope,Antenna Telescope Single Sided Table Bases,Extended Electric,"With Beam and Utility Tray, 30"" deep","Telescope Single Sided Base, Height Adjustable Extended Electric, with Beam and Tray","Surround, connecting both sides"
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 281/2""H","Telescope Back Panel for Single Sided Standard Electric Base, No End Panel Connection, Desk Height",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 281/2""H","Telescope Back Panel for Single Sided Standard Electric Base, Left Side End Panel Connection, Desk Height",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 281/2""H","Telescope Back Panel for Single Sided Standard Electric Base, Right Side End Panel Connection, Desk Height",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 281/2""H","Telescope Back Panel for Single Sided Standard Electric Base, Surround - End Panel Connection both sides, Desk Height",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 42""H","Telescope Back Panel for Single Sided Standard Electric Base, No End Panel Connection, 42""H",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 42""H","Telescope Back Panel for Single Sided Standard Electric Base, Left Side End Panel Connection, 42""H",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 42""H","Telescope Back Panel for Single Sided Standard Electric Base, Right Side End Panel Connection, 42""H",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 42""H","Telescope Back Panel for Single Sided Standard Electric Base, Surround - End Panel Connection both sides, 42""H",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 49""H","Telescope Back Panel for Single Sided Standard Electric Base, No End Panel Connection, 49""H",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 49""H","Telescope Back Panel for Single Sided Standard Electric Base, Left Side End Panel Connection, 49""H",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 49""H","Telescope Back Panel for Single Sided Standard Electric Base, Right Side End Panel Connection, 49""H",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Standard Electric Bases,"Laminate or Veneer, 49""H","Telescope Back Panel for Single Sided Standard Electric Base, Surround - End Panel Connection both sides, 49""H",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Extended Electric Bases,"Laminate or Veneer, 281/2""H","Telescope Back Panel for Single Sided Extended Electric Base, No End Panel Connection, Desk Height",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Extended Electric Bases,"Laminate or Veneer, 281/2""H","Telescope Back Panel for Single Sided Extended Electric Base, Left Side End Panel Connection, Desk Height",
Antenna Telescope,Antenna Telescope Back Panels,For Single Sided Extended Electric Bases,"Laminate or Veneer, 281/2""H","Telescope Back Panel for Single Sided Extended Electric Base, Right Side End Panel Connection, Desk Height",
